original_index,link_name,link_type,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon,from_station_name,to_station_name,gis_route_distance_m,average_travel_time_s,average_speed_kmh,assigned_grid_area_km2,assigned_grid_area_m2,Popij,Sij_m,forward_source_link_name
82,22_28,Forward,22,28,10.8705742,106.795856,10.8667878,106.7945856,University of Physical Education and Sports - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,484,55.91425454,31.162,0.1386,138600,584.6750323,171.3302975,
83,23_20,Backward,23,20,10.870383,106.7958583,10.8716853,106.7981465,VNU-HCM Central Library - Rear Gate of VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,Fishing Lake - Opposite 6/21 Alexandre de Rhodes Street,356,34.62847879,37.01,0.29988,299880,1547.341477,264.2080266,21_22
84,24_19,Forward,24,19,10.8734223,106.802275,10.874543,106.8001747,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",Student Cultural House - Creative Square - Linh Trung Ward,270,40,24.3,0.01323,13230,74.17962018,29.58673396,
85,24_6,Backward,24,6,10.8734223,106.802275,10.875778,106.8051008,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",VNU-HCM Area A Dormitory - Creative Square Intersection (Inbound) - Creative Square - Linh Trung Ward,529,80.72570048,23.591,0.00504,5040,15.36326314,5.621898825,5_25
86,24_7,Backward,24,7,10.8734223,106.802275,10.8746507,106.8061372,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward","University of Science, VNU-HCM - Opposite CNG Station - Road 621",536,60.16275372,32.073,0.00504,5040,15.36326314,5.621898825,5_25
87,24_26,Forward,24,26,10.8734223,106.802275,10.8702028,106.8017771,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward","University of Information Technology, VNU-HCM - Han Thuyen Street",895,236,13.65254237,0.09324,93240,637.078288,107.4367116,
88,24_25,U-turn,24,25,10.8734223,106.802275,10.8736134,106.8029052,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",VNU-HCM Area A Bus Terminal - Creative Square,68,9,27.2,0,0,0,0,
89,25_24,U-turn,25,24,10.8736134,106.8029052,10.8734223,106.802275,VNU-HCM Area A Bus Terminal - Creative Square,"University of Social Sciences and Humanities, VNU-HCM - Creative Square - Linh Trung Ward",68,11,22.25454545,0,0,0,0,
90,25_19,Backward,25,19,10.8736134,106.8029052,10.874543,106.8001747,VNU-HCM Area A Bus Terminal - Creative Square,Student Cultural House - Creative Square - Linh Trung Ward,331,45.14491381,26.395,0.01323,13230,74.17962018,29.58673396,24_19
91,25_4,Backward,25,4,10.8736134,106.8029052,10.8764075,106.8024855,VNU-HCM Area A Bus Terminal - Creative Square,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",573,95.85501859,21.52,0.01827,18270,80.03622378,29.31203016,4_25
92,25_26,Forward,25,26,10.8736134,106.8029052,10.8702028,106.8017771,VNU-HCM Area A Bus Terminal - Creative Square,"University of Information Technology, VNU-HCM - Han Thuyen Street",972,122.8177319,28.491,0.01512,15120,80.75844365,12.14548625,
93,26_6,Forward,26,6,10.8702028,106.8017771,10.875778,106.8051008,"University of Information Technology, VNU-HCM - Han Thuyen Street",VNU-HCM Area A Dormitory - Creative Square Intersection (Inbound) - Creative Square - Linh Trung Ward,870,128.1767956,24.435,0.02772,27720,101.8540838,13.38761793,
94,26_7,Forward,26,7,10.8702028,106.8017771,10.8746507,106.8061372,"University of Information Technology, VNU-HCM - Han Thuyen Street","University of Science, VNU-HCM - Opposite CNG Station - Road 621",877,96.90905184,32.579,0.09765,97650,305.9597718,55.3320325,
95,26_25,Backward,26,25,10.8702028,106.8017771,10.8736134,106.8029052,"University of Information Technology, VNU-HCM - Han Thuyen Street",VNU-HCM Area A Bus Terminal - Creative Square,407,91,16.1010989,0.01512,15120,80.75844365,12.14548625,25_26
96,27_28,U-turn,27,28,10.8677212,106.7950793,10.8667878,106.7945856,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,116,22,18.98181818,0,0,0,0,
97,27_23,Forward,27,23,10.8677212,106.7950793,10.870383,106.7958583,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,VNU-HCM Central Library - Rear Gate of VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,361,51,25.48235294,0.0378,37800,171.4151218,68.06422808,
98,28_27,U-turn,28,27,10.8667878,106.7945856,10.8677212,106.7950793,VNU-HCM Information Technology Park - Vo Truong Toan Street,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,116,14,29.82857143,0,0,0,0,
99,28_30,Forward,28,30,10.8667878,106.7945856,10.8654768,106.7937506,VNU-HCM Information Technology Park - Vo Truong Toan Street,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,253,49,18.5877551,0.05031,50310,87.09078311,145.0043384,
100,28_29,Forward,28,29,10.8667878,106.7945856,10.8669175,106.7911828,VNU-HCM Information Technology Park - Vo Truong Toan Street,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,449,89,18.16179775,0.09135,91350,425.7839323,138.9316464,
101,29_54,Forward,29,54,10.8669175,106.7911828,10.867911,106.7878803,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,Nong Lam University,398,78,18.36923077,0.11151,111510,645.8005786,200.5621542,
102,29_55,Forward,29,55,10.8669175,106.7911828,10.8673619,106.7872195,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,Nong Lam University - Next to No. 21 National Highway 1,438,105,15.01714286,0.03259,32590,155.618046,27.58934169,
103,30_29,Forward,30,29,10.8654768,106.7937506,10.8669175,106.7911828,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,Nong Lam University - No. 85 (Opposite No. 1026-1028) - National Highway 1 - Linh Trung Ward,328,46,25.66956522,0.0718,71800,172.8998016,84.60608315,
104,30_28,Backward,30,28,10.8654768,106.7937506,10.8667878,106.7945856,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,VNU-HCM Information Technology Park - Vo Truong Toan Street,417,72,20.85,0.05031,50310,87.09078311,145.0043384,28_30
105,31_30,Forward,31,30,10.8662161,106.8005276,10.8654768,106.7937506,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,Thao Nguyen - 35B National Highway 1 - Linh Trung Ward,874,121,26.00330579,0.39098,390980,704.4711025,136.0788251,
106,31_27,Forward,31,27,10.8662161,106.8005276,10.8677212,106.7950793,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,VNU-HCM Central Library - Vo Truong Toan Street - Linh Trung Ward,1139,311,13.18456592,0.14301,143010,598.8676706,104.9437839,
107,32_31,Forward,32,31,10.8685979,106.8041216,10.8662161,106.8005276,National Defense Education Institution,VNU-HCM Metro Station - Opposite VNU-HCM Metro Station - Left Frontage Road of Hanoi Highway - Linh Trung Ward,475,55,31.09090909,0.09513,95130,368.4882646,84.4969524,
108,33_32,Forward,33,32,10.8713888,106.8066598,10.8685979,106.8041216,People's Security University - Tien Thanh Factory - National Highway 1,National Defense Education Institution,416,50,29.952,0.06552,65520,96.8287533,75.1784437,
109,33_81,Forward,33,81,10.8713888,106.8066598,10.8735531,106.8094979,People's Security University - Tien Thanh Factory - National Highway 1,Ho Chi Minh City Martyrs' Cemetery - National Highway 1 - Tan Phu Ward,545,99,19.81818182,0.02757,27570,80.60280478,70.6239915,
110,34_10,Forward,34,10,10.8792015,106.8129488,10.8762014,106.807517,Duc Khai Joint Stock Company - National Highway 1,Area A Bus Terminal - Opposite The Eastgate Apartment - Nguyen Binh Khiem Street - Linh Trung Ward,1211,207,21.06086957,0.01898,18980,96.82024507,12.07717516,
111,34_8,Forward,34,8,10.8792015,106.8129488,10.8743141,106.807054,Duc Khai Joint Stock Company - National Highway 1,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,999,162,22.2,0.03339,33390,169.7765599,18.22058104,
112,34_33,Forward,34,33,10.8792015,106.8129488,10.8713888,106.8066598,Duc Khai Joint Stock Company - National Highway 1,People's Security University - Tien Thanh Factory - National Highway 1,1117,159,25.29056604,0.1676,167600,749.1495865,76.40235455,
113,35_34,Forward,35,34,10.8809737,106.8142454,10.8792015,106.8129488,Opposite New Eastern Bus Station,Duc Khai Joint Stock Company - National Highway 1,242,26,33.50769231,0.04406,44060,110.0968753,79.26332166,
114,35_15,Forward,35,15,10.8809737,106.8142454,10.880791,106.810634,Opposite New Eastern Bus Station,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",548,95,20.76631579,0.01008,10080,29.89768221,10.34598881,
115,35_13,Forward,35,13,10.8809737,106.8142454,10.8801103,106.807183,Opposite New Eastern Bus Station,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1095,176,22.39772727,0.01197,11970,47.59666205,14.55427688,
116,35_10,Forward,35,10,10.8809737,106.8142454,10.8762014,106.807517,Opposite New Eastern Bus Station,Area A Bus Terminal - Opposite The Eastgate Apartment - Nguyen Binh Khiem Street - Linh Trung Ward,1295,270,17.26666667,0.04095,40950,184.4701612,20.53814732,
117,35_8,Forward,35,8,10.8809737,106.8142454,10.8743141,106.807054,Opposite New Eastern Bus Station,VNU-HCM Ring Road - VNU-HCM Utility Pole 6 (Mua Bui Cafe) - Road 621 - Linh Trung Ward,1232,272,16.30588235,0.03024,30240,139.9949979,10.97255704,
118,35_41,Forward,35,41,10.8809737,106.8142454,10.8873942,106.8047072,Opposite New Eastern Bus Station,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,1606,244,23.69508197,0.07938,79380,65.00864004,22.73162781,
119,35_79,Backward,35,79,10.8809737,106.8142454,10.8892959,106.8055626,Opposite New Eastern Bus Station,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,1679,235,25.72085106,0.27656,276560,91.97653865,72.87753476,78_35
120,35_42,Forward,35,42,10.8809737,106.8142454,10.883092,106.8,Opposite New Eastern Bus Station,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,1982,282,25.30212766,0.05544,55440,75.3030741,12.7073211,
121,35_43,Forward,35,43,10.8809737,106.8142454,10.8850557,106.8000822,Opposite New Eastern Bus Station,National Defense and Security Education Center,2116,304,25.05789474,0.09072,90720,86.01371222,19.79226896,
122,36_37,U-turn,36,37,10.8911157,106.8017043,10.891579,106.80068,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,120,14,30.85714286,0,0,0,0,
123,36_78,Forward,36,78,10.8911157,106.8017043,10.889413,106.8052248,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,300 VNU-HCM Ring Road - Quarter,509,71,25.8084507,0.11568,115680,3.054087397,82.68355102,
124,37_36,U-turn,37,36,10.891579,106.80068,10.8911157,106.8017043,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,120,13,33.23076923,0,0,0,0,
125,37_45,Forward,37,45,10.891579,106.80068,10.8886838,106.7988382,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,National Defense and Security Education Center,617,88,25.24090909,0.07723,77230,24.1241179,58.85535685,
126,37_39,Forward,37,39,10.891579,106.80068,10.8938656,106.7926424,Near Binh Nguyen Residential Area Gateway - Thong Nhat Street - Binh Chieu Ward,Bcons Plaza,922,113,29.37345133,0.01642,16420,55.47378,5.513916708,
127,38_39,U-turn,38,39,10.8938184,106.7920074,10.8938656,106.7926424,Bcons Plaza,Bcons Plaza,65,11,21.27272727,0,0,0,0,
128,38_45,Forward,38,45,10.8938184,106.7920074,10.8886838,106.7988382,Bcons Plaza,National Defense and Security Education Center,1103,104.6076029,37.959,0.29178,291780,797.7701872,105.6019422,
129,38_36,Forward,38,36,10.8938184,106.7920074,10.8911157,106.8017043,Bcons Plaza,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,1110,196.4022412,20.346,0.09834,98340,233.5312853,35.18008391,
130,39_38,U-turn,39,38,10.8938656,106.7926424,10.8938184,106.7920074,Bcons Plaza,Bcons Plaza,65,13,18,0,0,0,0,
131,39_49,Forward,39,49,10.8938656,106.7926424,10.8816676,106.7823447,Bcons Plaza,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,2565,344.2054646,26.827,0.0497,49700,387.6225904,9.45747451,
132,39_48,Forward,39,48,10.8938656,106.7926424,10.8817308,106.7831044,Bcons Plaza,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,2311,432,19.25833333,0.21231,212310,1565.080364,62.43821139,
133,39_47,Forward,39,47,10.8938656,106.7926424,10.8797271,106.7873868,Bcons Plaza,Institute for Environment and Resources - Main Axis Road No. 7,1975,379,18.75989446,0.61236,612360,2054.920178,95.12538587,
134,40_41,U-turn,40,41,10.8876326,106.8046342,10.8873942,106.8047072,Ho Da Park - Dong Hoa,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,408,970,1.514226804,0,0,0,0,
135,40_42,Forward,40,42,10.8876326,106.8046342,10.883092,106.8,Ho Da Park - Dong Hoa,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,744,103,26.0038835,0.04347,43470,1.280099062,21.61082426,
136,40_43,Forward,40,43,10.8876326,106.8046342,10.8850557,106.8000822,Ho Da Park - Dong Hoa,National Defense and Security Education Center,878,124,25.49032258,0.11277,112770,2.333329765,79.72763866,
137,40_13,Forward,40,13,10.8876326,106.8046342,10.8801103,106.807183,Ho Da Park - Dong Hoa,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",1227,157,28.13503185,0.02646,26460,10.49146016,14.31160979,
138,40_15,Backward,40,15,10.8876326,106.8046342,10.880791,106.810634,Ho Da Park - Dong Hoa,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1240,160,27.9,0.0252,25200,12.9519855,8.59308509,16_40
139,40_1,Forward,40,1,10.8876326,106.8046342,10.8771068,106.8028618,Ho Da Park - Dong Hoa,"International University, VNU-HCM",1406,267.3709788,18.931,0.05796,57960,13.95343795,25.09580617,
140,41_79,Forward,41,79,10.8873942,106.8047072,10.8892959,106.8055626,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Dong An Driving Training Center - Near 300 Thong Nhat Street - Dong An Driving Training Center Gate,243,61,14.34098361,0.0189,18900,0.37644239,35.37827342,
141,41_40,U-turn,41,40,10.8873942,106.8047072,10.8876326,106.8046342,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Ho Da Park - Dong Hoa,127,61,7.495081967,0,0,0,0,
142,41_15,Backward,41,15,10.8873942,106.8047072,10.880791,106.810634,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",1589,213,26.85633803,0.0252,25200,12.9519855,8.59308509,16_40
143,41_35,Backward,41,35,10.8873942,106.8047072,10.8809737,106.8142454,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,Opposite New Eastern Bus Station,1597,223.4000389,25.735,0.07938,79380,65.00864004,22.73162781,35_41
144,42_65,Forward,42,65,10.883092,106.8,10.8809022,106.7955379,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,VNU-HCM Guest House - Opposite VNU-HCM Guest House (Stop CX 353-355) - Nguyen Du Street - Linh Trung Ward,548,60,32.88,0.2079,207900,115.7132642,135.6111071,
145,42_1,Forward,42,1,10.883092,106.8,10.8771068,106.8028618,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,"International University, VNU-HCM",1357,171.2182812,28.532,0.01575,15750,10.06015634,8.577222846,
146,42_4,Forward,42,4,10.883092,106.8,10.8764075,106.8024855,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,"International University, VNU-HCM - Opposite International University - Creative Square - Linh Trung Ward",1399,168,29.97857143,0.08379,83790,63.30928384,51.86949876,
147,44_45,Forward,44,45,10.8870881,106.799471,10.8886838,106.7988382,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,National Defense and Security Education Center,188,23,29.42608696,0.04473,44730,4.815671431,62.25660115,
148,44_36,Backward,44,36,10.8870881,106.799471,10.8911157,106.8017043,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,Opposite Binh Nguyen Residential Area Gateway - Thong Nhat Street - Thu Duc City,928,142.3434171,23.47,0.07723,77230,24.1241179,58.85535685,37_45
149,44_39,Backward,44,39,10.8870881,106.799471,10.8938656,106.7926424,National Defense and Security Education Center - 60 m from Center Gate - Le Quy Don Street,Bcons Plaza,1233,222.039918,19.991,0.29178,291780,797.7701872,105.6019422,38_45
150,45_42,Forward,45,42,10.8886838,106.7988382,10.883092,106.8,National Defense and Security Education Center,Ho Da Lake - Le Quy Don Intersection - Nguyen Du Street (Residential Block 497-499) - Linh Trung Ward,700,120.8807023,20.847,0.19719,197190,28.93703557,187.3443588,
151,45_43,U-turn,45,43,10.8886838,106.7988382,10.8850557,106.8000822,National Defense and Security Education Center,National Defense and Security Education Center,1376,157.7579618,31.4,0,0,0,0,
152,45_41,Backward,45,41,10.8886838,106.7988382,10.8873942,106.8047072,National Defense and Security Education Center,National Defense and Security Education Center (Nguyen Du Gate) - Opposite Rear Gate - Nguyen Du Street - Binh Chieu Ward,1307,124.8792399,37.678,0.11277,112770,2.333329765,79.72763866,40_43
153,45_1,Backward,45,1,10.8886838,106.7988382,10.8771068,106.8028618,National Defense and Security Education Center,"International University, VNU-HCM",1360,170.6934421,28.683,0.04662,46620,14.38171756,22.28499343,2_43
154,45_13,Backward,45,13,10.8886838,106.7988382,10.8801103,106.807183,National Defense and Security Education Center,"Ho Chi Minh City University of Technology, VNU-HCM - University of Technology (Stop CX 138-142) - Ta Quang Buu Street - Linh Trung Ward",2134,279.6549088,27.471,0.04347,43470,1.280099062,21.61082426,40_42
155,45_15,Backward,45,15,10.8886838,106.7988382,10.880791,106.810634,National Defense and Security Education Center,"AH4 Building, Area A Dormitory - Opposite No. 136-138 Nguyen Binh Khiem Street - Linh Trung Ward",2140,200.3484774,38.453,0.02646,26460,10.49146016,14.31160979,40_13
156,46_47,U-turn,46,47,10.8799484,106.7873966,10.8797271,106.7873868,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,Institute for Environment and Resources - Main Axis Road No. 7,601,99,21.85454545,0,0,0,0,
157,46_48,Forward,46,48,10.8799484,106.7873966,10.8817308,106.7831044,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,528,76,25.01052632,0.05985,59850,222.4208169,71.88920178,
158,46_60,Forward,46,60,10.8799484,106.7873966,10.8726381,106.7793856,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",1561,148.290057,37.896,0.60921,609210,634.7196888,224.6217009,
159,46_82,Forward,46,82,10.8799484,106.7873966,10.885494,106.772271,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,2989,289.7487681,37.137,0.08731,87310,297.8137444,45.19803144,
160,46_38,Backward,46,38,10.8799484,106.7873966,10.8938184,106.7920074,Institute for Environment and Resources - Opposite Institute - Main Axis Road No. 7 - Linh Trung Ward,Bcons Plaza,1983,366,19.50491803,0.61236,612360,2054.920178,95.12538587,39_47
161,47_64,Forward,47,64,10.8797271,106.7873868,10.880685,106.795521,Institute for Environment and Resources - Main Axis Road No. 7,VNU-HCM Guest House - VNU-HCM Guest House (Stop CX 264-266) - Nguyen Du Street - Linh Trung Ward,899,92,35.17826087,0.42462,424620,770.4120599,319.4230874,
162,48_49,U-turn,48,49,10.8817308,106.7831044,10.8816676,106.7823447,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,1581,323,17.62105263,0,0,0,0,
163,48_47,Backward,48,47,10.8817308,106.7831044,10.8797271,106.7873868,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Institute for Environment and Resources - Main Axis Road No. 7,664,125,19.1232,0.05985,59850,222.4208169,71.88920178,46_48
164,48_50,Forward,48,50,10.8817308,106.7831044,10.8831622,106.779234,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,632,101.0750777,22.51,0.08757,87570,737.8899757,162.8737217,
165,48_82,Forward,48,82,10.8817308,106.7831044,10.885494,106.772271,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,2856,269.497523,38.151,0.03906,39060,247.4766184,20.21387671,
166,48_38,Backward,48,38,10.8817308,106.7831044,10.8938184,106.7920074,VNU-HCM Area B Dormitory - Inbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Bcons Plaza,2227,480,16.7025,0.0497,49700,387.6225904,9.45747451,39_49
167,49_47,Backward,49,47,10.8816676,106.7823447,10.8797271,106.7873868,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Institute for Environment and Resources - Main Axis Road No. 7,628,94,24.05106383,0.05985,59850,222.4208169,71.88920178,46_48
168,49_60,Forward,49,60,10.8816676,106.7823447,10.8726381,106.7793856,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,"University of Economics and Law, VNU-HCM - Opposite Gate 3 - Luong Van Can Street - Binh Chieu Ward",1290,272,17.07352941,0.25326,253260,1192.067027,84.11029469,
169,49_82,Forward,49,82,10.8816676,106.7823447,10.885494,106.772271,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Tu Quang Pagoda - No. 231 National Highway 1K - Linh Xuan Ward,2855,309.2615996,33.234,0.15246,152460,1141.220133,91.94706677,
170,49_38,Forward,49,38,10.8816676,106.7823447,10.8938184,106.7920074,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,Bcons Plaza,2441,448,19.61517857,0.60962,609620,5496.718003,234.9855524,
171,50_51,U-turn,50,51,10.8831622,106.779234,10.8835068,106.778599,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,VNU-HCM Area B Dormitory - Opposite Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,77,25,11.088,0,0,0,0,
172,51_50,U-turn,51,50,10.8835068,106.778599,10.8831622,106.779234,VNU-HCM Area B Dormitory - Opposite Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,VNU-HCM Area B Dormitory - Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,77,23,12.05217391,0,0,0,0,
173,51_49,Backward,51,49,10.8835068,106.778599,10.8816676,106.7823447,VNU-HCM Area B Dormitory - Opposite Rear Gate - Tieu Bieu Road No. 3 - Linh Trung Ward,VNU-HCM Area B Dormitory - Outbound Direction - Main Axis Road No. 7 - Linh Trung Ward,590,98.89649392,21.477,0.08731,87310,297.8137444,45.19803144,46_82
174,52_53,Forward,52,53,10.8678354,106.7821956,10.869224,106.7779536,Samsung Electronics Company - No. 34/38 (Next to No. 59/6) - National Highway 1,"University of Economics and Law, VNU-HCM - National Highway 1 - Linh Xuan Ward",489,121,14.54876033,0.07494,74940,174.3431431,43.99933492,
175,52_58,Forward,52,58,10.8678354,106.7821956,10.87373,106.7777662,Samsung Electronics Company - No. 34/38 (Next to No. 59/6) - National Highway 1,"University of Economics and Law, VNU-HCM (Gate 2) - 80 m from Gate 2 - Tran Dai Nghia Street - Linh Xuan Ward",1221,277,15.86859206,0.17325,173250,419.0473398,99.25414014,
176,53_57,Forward,53,57,10.869224,106.7779536,10.8699376,106.7757943,"University of Economics and Law, VNU-HCM - National Highway 1 - Linh Xuan Ward",Linh Xuan Logistics Center - National Highway 1 - Linh Xuan Ward,249,115,7.794782609,0.03716,37160,88.63957706,42.20681519,
177,54_56,U-turn,54,56,10.867911,106.7878803,10.8682438,106.7876705,Nong Lam University,Nong Lam University - Nong Lam University Bus Terminal - National Highway 1,107,76,5.068421053,0,0,0,0,
